"year","month","job","level","remote","turnover_rate"
1,7,"Data Engineer",2,"No",8.9
2,7,"Data Engineer",2,"No",9.21
3,7,"Data Engineer",2,"No",8.45
4,7,"Data Engineer",2,"No",8.78
5,7,"Data Engineer",2,"No",12.39
1,8,"Data Engineer",2,"No",8.54
2,8,"Data Engineer",2,"No",8.85
3,8,"Data Engineer",2,"No",8.09
4,8,"Data Engineer",2,"No",8.42
5,8,"Data Engineer",2,"No",12.03
1,9,"Data Engineer",2,"No",8.32
2,9,"Data Engineer",2,"No",8.63
3,9,"Data Engineer",2,"No",7.87
4,9,"Data Engineer",2,"No",8.2
5,9,"Data Engineer",2,"No",11.81
1,10,"Data Engineer",2,"No",8.36
2,10,"Data Engineer",2,"No",8.67
3,10,"Data Engineer",2,"No",7.91
4,10,"Data Engineer",2,"No",8.24
5,10,"Data Engineer",2,"No",11.85
1,11,"Data Engineer",2,"No",8.78
2,11,"Data Engineer",2,"No",9.09
3,11,"Data Engineer",2,"No",8.33
4,11,"Data Engineer",2,"No",8.66
5,11,"Data Engineer",2,"No",12.27
1,12,"Data Engineer",2,"No",9.7
2,12,"Data Engineer",2,"No",10.01
3,12,"Data Engineer",2,"No",9.25
4,12,"Data Engineer",2,"No",9.58
5,12,"Data Engineer",2,"No",13.19
1,1,"People Analyst",2,"No",6.28
2,1,"People Analyst",2,"No",6.59
3,1,"People Analyst",2,"No",5.83
4,1,"People Analyst",2,"No",6.16
5,1,"People Analyst",2,"No",9.77
1,2,"People Analyst",2,"No",7.6
2,2,"People Analyst",2,"No",7.91
3,2,"People Analyst",2,"No",7.15
4,2,"People Analyst",2,"No",7.48
5,2,"People Analyst",2,"No",11.09
1,3,"People Analyst",2,"No",8.34
2,3,"People Analyst",2,"No",8.65
3,3,"People Analyst",2,"No",7.89
4,3,"People Analyst",2,"No",8.22
5,3,"People Analyst",2,"No",11.83
1,4,"People Analyst",2,"No",8.62
2,4,"People Analyst",2,"No",8.93
3,4,"People Analyst",2,"No",8.17
4,4,"People Analyst",2,"No",8.5
5,4,"People Analyst",2,"No",12.11
1,5,"People Analyst",2,"No",8.56
2,5,"People Analyst",2,"No",8.87
3,5,"People Analyst",2,"No",8.11
4,5,"People Analyst",2,"No",8.44
5,5,"People Analyst",2,"No",12.05
1,6,"People Analyst",2,"No",8.28
2,6,"People Analyst",2,"No",8.59
3,6,"People Analyst",2,"No",7.83
4,6,"People Analyst",2,"No",8.16
5,6,"People Analyst",2,"No",11.77
1,7,"People Analyst",2,"No",7.9
2,7,"People Analyst",2,"No",8.21
3,7,"People Analyst",2,"No",7.45
4,7,"People Analyst",2,"No",7.78
5,7,"People Analyst",2,"No",11.39
1,8,"People Analyst",2,"No",7.54
2,8,"People Analyst",2,"No",7.85
3,8,"People Analyst",2,"No",7.09
4,8,"People Analyst",2,"No",7.42
5,8,"People Analyst",2,"No",11.03
1,9,"People Analyst",2,"No",7.32
2,9,"People Analyst",2,"No",7.63
3,9,"People Analyst",2,"No",6.87
4,9,"People Analyst",2,"No",7.2
5,9,"People Analyst",2,"No",10.81
1,10,"People Analyst",2,"No",7.36
2,10,"People Analyst",2,"No",7.67
3,10,"People Analyst",2,"No",6.91
4,10,"People Analyst",2,"No",7.24
5,10,"People Analyst",2,"No",10.85
1,11,"People Analyst",2,"No",7.78
2,11,"People Analyst",2,"No",8.09
3,11,"People Analyst",2,"No",7.33
4,11,"People Analyst",2,"No",7.66
5,11,"People Analyst",2,"No",11.27
1,12,"People Analyst",2,"No",8.7
2,12,"People Analyst",2,"No",9.01
3,12,"People Analyst",2,"No",8.25
4,12,"People Analyst",2,"No",8.58
5,12,"People Analyst",2,"No",12.19
1,1,"BI Developer",2,"No",5.28
2,1,"BI Developer",2,"No",5.59
3,1,"BI Developer",2,"No",4.83
4,1,"BI Developer",2,"No",5.16
5,1,"BI Developer",2,"No",8.77
1,2,"BI Developer",2,"No",6.6
2,2,"BI Developer",2,"No",6.91
3,2,"BI Developer",2,"No",6.15
4,2,"BI Developer",2,"No",6.48
5,2,"BI Developer",2,"No",10.09
1,3,"BI Developer",2,"No",7.34
2,3,"BI Developer",2,"No",7.65
3,3,"BI Developer",2,"No",6.89
4,3,"BI Developer",2,"No",7.22
5,3,"BI Developer",2,"No",10.83
1,4,"BI Developer",2,"No",7.62
2,4,"BI Developer",2,"No",7.93
3,4,"BI Developer",2,"No",7.17
4,4,"BI Developer",2,"No",7.5
5,4,"BI Developer",2,"No",11.11
1,5,"BI Developer",2,"No",7.56
2,5,"BI Developer",2,"No",7.87
3,5,"BI Developer",2,"No",7.11
4,5,"BI Developer",2,"No",7.44
5,5,"BI Developer",2,"No",11.05
1,6,"BI Developer",2,"No",7.28
2,6,"BI Developer",2,"No",7.59
3,6,"BI Developer",2,"No",6.83
4,6,"BI Developer",2,"No",7.16
5,6,"BI Developer",2,"No",10.77
1,7,"BI Developer",2,"No",6.9
2,7,"BI Developer",2,"No",7.21
3,7,"BI Developer",2,"No",6.45
4,7,"BI Developer",2,"No",6.78
5,7,"BI Developer",2,"No",10.39
1,8,"BI Developer",2,"No",6.54
2,8,"BI Developer",2,"No",6.85
3,8,"BI Developer",2,"No",6.09
4,8,"BI Developer",2,"No",6.42
5,8,"BI Developer",2,"No",10.03
1,9,"BI Developer",2,"No",6.32
2,9,"BI Developer",2,"No",6.63
3,9,"BI Developer",2,"No",5.87
4,9,"BI Developer",2,"No",6.2
5,9,"BI Developer",2,"No",9.81
1,10,"BI Developer",2,"No",6.36
2,10,"BI Developer",2,"No",6.67
3,10,"BI Developer",2,"No",5.91
4,10,"BI Developer",2,"No",6.24
5,10,"BI Developer",2,"No",9.85
1,11,"BI Developer",2,"No",6.78
2,11,"BI Developer",2,"No",7.09
3,11,"BI Developer",2,"No",6.33
4,11,"BI Developer",2,"No",6.66
5,11,"BI Developer",2,"No",10.27
1,12,"BI Developer",2,"No",7.7
2,12,"BI Developer",2,"No",8.01
3,12,"BI Developer",2,"No",7.25
4,12,"BI Developer",2,"No",7.58
5,12,"BI Developer",2,"No",11.19
1,1,"Insights Consultant",2,"No",6.78
2,1,"Insights Consultant",2,"No",7.09
3,1,"Insights Consultant",2,"No",6.33
4,1,"Insights Consultant",2,"No",6.66
5,1,"Insights Consultant",2,"No",10.27
1,2,"Insights Consultant",2,"No",8.1
2,2,"Insights Consultant",2,"No",8.41
3,2,"Insights Consultant",2,"No",7.65
4,2,"Insights Consultant",2,"No",7.98
5,2,"Insights Consultant",2,"No",11.59
1,3,"Insights Consultant",2,"No",8.84
2,3,"Insights Consultant",2,"No",9.15
3,3,"Insights Consultant",2,"No",8.39
4,3,"Insights Consultant",2,"No",8.72
5,3,"Insights Consultant",2,"No",12.33
1,4,"Insights Consultant",2,"No",9.12
2,4,"Insights Consultant",2,"No",9.43
3,4,"Insights Consultant",2,"No",8.67
4,4,"Insights Consultant",2,"No",9
5,4,"Insights Consultant",2,"No",12.61
1,5,"Insights Consultant",2,"No",9.06
2,5,"Insights Consultant",2,"No",9.37
3,5,"Insights Consultant",2,"No",8.61
4,5,"Insights Consultant",2,"No",8.94
5,5,"Insights Consultant",2,"No",12.55
1,6,"Insights Consultant",2,"No",8.78
2,6,"Insights Consultant",2,"No",9.09
3,6,"Insights Consultant",2,"No",8.33
4,6,"Insights Consultant",2,"No",8.66
5,6,"Insights Consultant",2,"No",12.27
1,7,"Insights Consultant",2,"No",8.4
2,7,"Insights Consultant",2,"No",8.71
3,7,"Insights Consultant",2,"No",7.95
4,7,"Insights Consultant",2,"No",8.28
5,7,"Insights Consultant",2,"No",11.89
1,8,"Insights Consultant",2,"No",8.04
2,8,"Insights Consultant",2,"No",8.35
3,8,"Insights Consultant",2,"No",7.59
4,8,"Insights Consultant",2,"No",7.92
5,8,"Insights Consultant",2,"No",11.53
1,9,"Insights Consultant",2,"No",7.82
2,9,"Insights Consultant",2,"No",8.13
3,9,"Insights Consultant",2,"No",7.37
4,9,"Insights Consultant",2,"No",7.7
5,9,"Insights Consultant",2,"No",11.31
1,10,"Insights Consultant",2,"No",7.86
2,10,"Insights Consultant",2,"No",8.17
3,10,"Insights Consultant",2,"No",7.41
4,10,"Insights Consultant",2,"No",7.74
5,10,"Insights Consultant",2,"No",11.35
1,11,"Insights Consultant",2,"No",8.28
2,11,"Insights Consultant",2,"No",8.59
3,11,"Insights Consultant",2,"No",7.83
4,11,"Insights Consultant",2,"No",8.16
5,11,"Insights Consultant",2,"No",11.77
1,12,"Insights Consultant",2,"No",9.2
2,12,"Insights Consultant",2,"No",9.51
3,12,"Insights Consultant",2,"No",8.75
4,12,"Insights Consultant",2,"No",9.08
5,12,"Insights Consultant",2,"No",12.69
1,1,"People Scientist",3,"No",4
2,1,"People Scientist",3,"No",4.31
3,1,"People Scientist",3,"No",3.54
4,1,"People Scientist",3,"No",3.88
5,1,"People Scientist",3,"No",7.49
1,2,"People Scientist",3,"No",5.32
2,2,"People Scientist",3,"No",5.63
3,2,"People Scientist",3,"No",4.86
4,2,"People Scientist",3,"No",5.2
5,2,"People Scientist",3,"No",8.81
1,3,"People Scientist",3,"No",6.06
2,3,"People Scientist",3,"No",6.37
3,3,"People Scientist",3,"No",5.6
4,3,"People Scientist",3,"No",5.94
5,3,"People Scientist",3,"No",9.55
1,4,"People Scientist",3,"No",6.34
2,4,"People Scientist",3,"No",6.65
3,4,"People Scientist",3,"No",5.88
4,4,"People Scientist",3,"No",6.22
5,4,"People Scientist",3,"No",9.83
1,5,"People Scientist",3,"No",6.28
2,5,"People Scientist",3,"No",6.59
3,5,"People Scientist",3,"No",5.82
4,5,"People Scientist",3,"No",6.16
5,5,"People Scientist",3,"No",9.77
1,6,"People Scientist",3,"No",6
2,6,"People Scientist",3,"No",6.31
3,6,"People Scientist",3,"No",5.54
4,6,"People Scientist",3,"No",5.88
5,6,"People Scientist",3,"No",9.49
1,7,"People Scientist",3,"No",5.62
2,7,"People Scientist",3,"No",5.93
3,7,"People Scientist",3,"No",5.16
4,7,"People Scientist",3,"No",5.5
5,7,"People Scientist",3,"No",9.11
1,8,"People Scientist",3,"No",5.26
2,8,"People Scientist",3,"No",5.57
3,8,"People Scientist",3,"No",4.8
4,8,"People Scientist",3,"No",5.14
5,8,"People Scientist",3,"No",8.75
1,9,"People Scientist",3,"No",5.04
2,9,"People Scientist",3,"No",5.35
3,9,"People Scientist",3,"No",4.58
4,9,"People Scientist",3,"No",4.92
5,9,"People Scientist",3,"No",8.53
1,10,"People Scientist",3,"No",5.08
2,10,"People Scientist",3,"No",5.39
3,10,"People Scientist",3,"No",4.62
4,10,"People Scientist",3,"No",4.96
5,10,"People Scientist",3,"No",8.57
1,11,"People Scientist",3,"No",5.5
2,11,"People Scientist",3,"No",5.81
3,11,"People Scientist",3,"No",5.04
4,11,"People Scientist",3,"No",5.38
5,11,"People Scientist",3,"No",8.99
1,12,"People Scientist",3,"No",6.42
2,12,"People Scientist",3,"No",6.73
3,12,"People Scientist",3,"No",5.96
4,12,"People Scientist",3,"No",6.3
5,12,"People Scientist",3,"No",9.91
1,1,"Data Engineer",3,"No",7
2,1,"Data Engineer",3,"No",7.31
3,1,"Data Engineer",3,"No",6.54
4,1,"Data Engineer",3,"No",6.88
5,1,"Data Engineer",3,"No",10.49
1,2,"Data Engineer",3,"No",8.32
2,2,"Data Engineer",3,"No",8.63
3,2,"Data Engineer",3,"No",7.86
4,2,"Data Engineer",3,"No",8.2
5,2,"Data Engineer",3,"No",11.81
1,3,"Data Engineer",3,"No",9.06
2,3,"Data Engineer",3,"No",9.37
3,3,"Data Engineer",3,"No",8.6
4,3,"Data Engineer",3,"No",8.94
5,3,"Data Engineer",3,"No",12.55
1,4,"Data Engineer",3,"No",9.34
2,4,"Data Engineer",3,"No",9.65
3,4,"Data Engineer",3,"No",8.88
4,4,"Data Engineer",3,"No",9.22
5,4,"Data Engineer",3,"No",12.83
1,5,"Data Engineer",3,"No",9.28
2,5,"Data Engineer",3,"No",9.59
3,5,"Data Engineer",3,"No",8.82
4,5,"Data Engineer",3,"No",9.16
5,5,"Data Engineer",3,"No",12.77
1,6,"Data Engineer",3,"No",9
2,6,"Data Engineer",3,"No",9.31
3,6,"Data Engineer",3,"No",8.54
4,6,"Data Engineer",3,"No",8.88
5,6,"Data Engineer",3,"No",12.49
1,7,"Data Engineer",3,"No",8.62
2,7,"Data Engineer",3,"No",8.93
3,7,"Data Engineer",3,"No",8.16
4,7,"Data Engineer",3,"No",8.5
5,7,"Data Engineer",3,"No",12.11
1,8,"Data Engineer",3,"No",8.26
2,8,"Data Engineer",3,"No",8.57
3,8,"Data Engineer",3,"No",7.8
4,8,"Data Engineer",3,"No",8.14
5,8,"Data Engineer",3,"No",11.75
1,9,"Data Engineer",3,"No",8.04
2,9,"Data Engineer",3,"No",8.35
3,9,"Data Engineer",3,"No",7.58
4,9,"Data Engineer",3,"No",7.92
5,9,"Data Engineer",3,"No",11.53
1,10,"Data Engineer",3,"No",8.08
2,10,"Data Engineer",3,"No",8.39
3,10,"Data Engineer",3,"No",7.62
4,10,"Data Engineer",3,"No",7.96
5,10,"Data Engineer",3,"No",11.57
1,11,"Data Engineer",3,"No",8.5
2,11,"Data Engineer",3,"No",8.81
3,11,"Data Engineer",3,"No",8.04
4,11,"Data Engineer",3,"No",8.38
5,11,"Data Engineer",3,"No",11.99
1,12,"Data Engineer",3,"No",9.42
2,12,"Data Engineer",3,"No",9.73
3,12,"Data Engineer",3,"No",8.96
4,12,"Data Engineer",3,"No",9.3
5,12,"Data Engineer",3,"No",12.91
1,1,"People Analyst",3,"No",6
2,1,"People Analyst",3,"No",6.31
3,1,"People Analyst",3,"No",5.54
4,1,"People Analyst",3,"No",5.88
5,1,"People Analyst",3,"No",9.49
1,2,"People Analyst",3,"No",7.32
2,2,"People Analyst",3,"No",7.63
3,2,"People Analyst",3,"No",6.86
4,2,"People Analyst",3,"No",7.2
5,2,"People Analyst",3,"No",10.81
1,3,"People Analyst",3,"No",8.06
2,3,"People Analyst",3,"No",8.37
3,3,"People Analyst",3,"No",7.6
4,3,"People Analyst",3,"No",7.94
5,3,"People Analyst",3,"No",11.55
1,4,"People Analyst",3,"No",8.34
2,4,"People Analyst",3,"No",8.65
3,4,"People Analyst",3,"No",7.88
4,4,"People Analyst",3,"No",8.22
5,4,"People Analyst",3,"No",11.83
1,5,"People Analyst",3,"No",8.28
2,5,"People Analyst",3,"No",8.59
3,5,"People Analyst",3,"No",7.82
4,5,"People Analyst",3,"No",8.16
5,5,"People Analyst",3,"No",11.77
1,6,"People Analyst",3,"No",8
2,6,"People Analyst",3,"No",8.31
3,6,"People Analyst",3,"No",7.54
4,6,"People Analyst",3,"No",7.88
5,6,"People Analyst",3,"No",11.49
1,7,"People Analyst",3,"No",7.62
2,7,"People Analyst",3,"No",7.93
3,7,"People Analyst",3,"No",7.16
4,7,"People Analyst",3,"No",7.5
5,7,"People Analyst",3,"No",11.11
1,8,"People Analyst",3,"No",7.26
2,8,"People Analyst",3,"No",7.57
3,8,"People Analyst",3,"No",6.8
4,8,"People Analyst",3,"No",7.14
5,8,"People Analyst",3,"No",10.75
1,9,"People Analyst",3,"No",7.04
2,9,"People Analyst",3,"No",7.35
3,9,"People Analyst",3,"No",6.58
4,9,"People Analyst",3,"No",6.92
5,9,"People Analyst",3,"No",10.53
1,10,"People Analyst",3,"No",7.08
2,10,"People Analyst",3,"No",7.39
3,10,"People Analyst",3,"No",6.62
4,10,"People Analyst",3,"No",6.96
5,10,"People Analyst",3,"No",10.57
1,11,"People Analyst",3,"No",7.5
2,11,"People Analyst",3,"No",7.81
3,11,"People Analyst",3,"No",7.04
4,11,"People Analyst",3,"No",7.38
5,11,"People Analyst",3,"No",10.99
1,12,"People Analyst",3,"No",8.42
2,12,"People Analyst",3,"No",8.73
3,12,"People Analyst",3,"No",7.96
4,12,"People Analyst",3,"No",8.3
5,12,"People Analyst",3,"No",11.91
1,1,"BI Developer",3,"No",5
2,1,"BI Developer",3,"No",5.31
3,1,"BI Developer",3,"No",4.54
4,1,"BI Developer",3,"No",4.88
5,1,"BI Developer",3,"No",8.49
1,2,"BI Developer",3,"No",6.32
2,2,"BI Developer",3,"No",6.63
3,2,"BI Developer",3,"No",5.86
4,2,"BI Developer",3,"No",6.2
5,2,"BI Developer",3,"No",9.81
1,3,"BI Developer",3,"No",7.06
2,3,"BI Developer",3,"No",7.37
3,3,"BI Developer",3,"No",6.6
4,3,"BI Developer",3,"No",6.94
5,3,"BI Developer",3,"No",10.55
1,4,"BI Developer",3,"No",7.34
2,4,"BI Developer",3,"No",7.65
3,4,"BI Developer",3,"No",6.88
4,4,"BI Developer",3,"No",7.22
5,4,"BI Developer",3,"No",10.83
1,5,"BI Developer",3,"No",7.28
2,5,"BI Developer",3,"No",7.59
3,5,"BI Developer",3,"No",6.82
4,5,"BI Developer",3,"No",7.16
5,5,"BI Developer",3,"No",10.77
1,6,"BI Developer",3,"No",7
2,6,"BI Developer",3,"No",7.31
3,6,"BI Developer",3,"No",6.54
4,6,"BI Developer",3,"No",6.88
5,6,"BI Developer",3,"No",10.49
1,7,"BI Developer",3,"No",6.62
2,7,"BI Developer",3,"No",6.93
3,7,"BI Developer",3,"No",6.16
4,7,"BI Developer",3,"No",6.5
5,7,"BI Developer",3,"No",10.11
1,8,"BI Developer",3,"No",6.26
2,8,"BI Developer",3,"No",6.57
3,8,"BI Developer",3,"No",5.8
4,8,"BI Developer",3,"No",6.14
5,8,"BI Developer",3,"No",9.75
1,9,"BI Developer",3,"No",6.04
2,9,"BI Developer",3,"No",6.35
3,9,"BI Developer",3,"No",5.58
4,9,"BI Developer",3,"No",5.92
5,9,"BI Developer",3,"No",9.53
1,10,"BI Developer",3,"No",6.08
2,10,"BI Developer",3,"No",6.39
3,10,"BI Developer",3,"No",5.62
4,10,"BI Developer",3,"No",5.96
5,10,"BI Developer",3,"No",9.57
1,11,"BI Developer",3,"No",6.5
2,11,"BI Developer",3,"No",6.81
3,11,"BI Developer",3,"No",6.04
4,11,"BI Developer",3,"No",6.38
5,11,"BI Developer",3,"No",9.99
1,12,"BI Developer",3,"No",7.42
2,12,"BI Developer",3,"No",7.73
3,12,"BI Developer",3,"No",6.96
4,12,"BI Developer",3,"No",7.3
5,12,"BI Developer",3,"No",10.91
1,1,"Insights Consultant",3,"No",6.5
2,1,"Insights Consultant",3,"No",6.81
3,1,"Insights Consultant",3,"No",6.04
4,1,"Insights Consultant",3,"No",6.38
5,1,"Insights Consultant",3,"No",9.99
1,2,"Insights Consultant",3,"No",7.82
2,2,"Insights Consultant",3,"No",8.13
3,2,"Insights Consultant",3,"No",7.36
4,2,"Insights Consultant",3,"No",7.7
5,2,"Insights Consultant",3,"No",11.31
1,3,"Insights Consultant",3,"No",8.56
2,3,"Insights Consultant",3,"No",8.87
3,3,"Insights Consultant",3,"No",8.1
4,3,"Insights Consultant",3,"No",8.44
5,3,"Insights Consultant",3,"No",12.05
1,4,"Insights Consultant",3,"No",8.84
2,4,"Insights Consultant",3,"No",9.15
3,4,"Insights Consultant",3,"No",8.38
4,4,"Insights Consultant",3,"No",8.72
5,4,"Insights Consultant",3,"No",12.33
1,5,"Insights Consultant",3,"No",8.78
2,5,"Insights Consultant",3,"No",9.09
3,5,"Insights Consultant",3,"No",8.32
4,5,"Insights Consultant",3,"No",8.66
5,5,"Insights Consultant",3,"No",12.27
1,6,"Insights Consultant",3,"No",8.5
2,6,"Insights Consultant",3,"No",8.81
3,6,"Insights Consultant",3,"No",8.04
4,6,"Insights Consultant",3,"No",8.38
5,6,"Insights Consultant",3,"No",11.99
1,7,"Insights Consultant",3,"No",8.12
2,7,"Insights Consultant",3,"No",8.43
3,7,"Insights Consultant",3,"No",7.66
4,7,"Insights Consultant",3,"No",8
5,7,"Insights Consultant",3,"No",11.61
1,8,"Insights Consultant",3,"No",7.76
2,8,"Insights Consultant",3,"No",8.07
3,8,"Insights Consultant",3,"No",7.3
4,8,"Insights Consultant",3,"No",7.64
5,8,"Insights Consultant",3,"No",11.25
1,9,"Insights Consultant",3,"No",7.54
2,9,"Insights Consultant",3,"No",7.85
3,9,"Insights Consultant",3,"No",7.08
4,9,"Insights Consultant",3,"No",7.42
5,9,"Insights Consultant",3,"No",11.03
1,10,"Insights Consultant",3,"No",7.58
2,10,"Insights Consultant",3,"No",7.89
3,10,"Insights Consultant",3,"No",7.12
4,10,"Insights Consultant",3,"No",7.46
5,10,"Insights Consultant",3,"No",11.07
1,11,"Insights Consultant",3,"No",8
2,11,"Insights Consultant",3,"No",8.31
3,11,"Insights Consultant",3,"No",7.54
4,11,"Insights Consultant",3,"No",7.88
5,11,"Insights Consultant",3,"No",11.49
1,12,"Insights Consultant",3,"No",8.92
2,12,"Insights Consultant",3,"No",9.23
3,12,"Insights Consultant",3,"No",8.46
4,12,"Insights Consultant",3,"No",8.8
5,12,"Insights Consultant",3,"No",12.41
1,1,"People Scientist",4,"No",3.71
2,1,"People Scientist",4,"No",4.02
3,1,"People Scientist",4,"No",3.25
4,1,"People Scientist",4,"No",3.59
5,1,"People Scientist",4,"No",7.2
1,2,"People Scientist",4,"No",5.03
2,2,"People Scientist",4,"No",5.34
3,2,"People Scientist",4,"No",4.57
4,2,"People Scientist",4,"No",4.91
5,2,"People Scientist",4,"No",8.52
1,3,"People Scientist",4,"No",5.77
2,3,"People Scientist",4,"No",6.08
3,3,"People Scientist",4,"No",5.31
4,3,"People Scientist",4,"No",5.65
5,3,"People Scientist",4,"No",9.26
1,4,"People Scientist",4,"No",6.05
2,4,"People Scientist",4,"No",6.36
3,4,"People Scientist",4,"No",5.59
4,4,"People Scientist",4,"No",5.93
5,4,"People Scientist",4,"No",9.54
1,5,"People Scientist",4,"No",5.99
2,5,"People Scientist",4,"No",6.3
3,5,"People Scientist",4,"No",5.53
4,5,"People Scientist",4,"No",5.87
5,5,"People Scientist",4,"No",9.48
1,6,"People Scientist",4,"No",5.71
2,6,"People Scientist",4,"No",6.02
3,6,"People Scientist",4,"No",5.25
4,6,"People Scientist",4,"No",5.59
5,6,"People Scientist",4,"No",9.2
1,7,"People Scientist",4,"No",5.33
2,7,"People Scientist",4,"No",5.64
3,7,"People Scientist",4,"No",4.87
4,7,"People Scientist",4,"No",5.21
5,7,"People Scientist",4,"No",8.82
1,8,"People Scientist",4,"No",4.97
2,8,"People Scientist",4,"No",5.28
3,8,"People Scientist",4,"No",4.51
4,8,"People Scientist",4,"No",4.85
5,8,"People Scientist",4,"No",8.46
1,9,"People Scientist",4,"No",4.75
2,9,"People Scientist",4,"No",5.06
3,9,"People Scientist",4,"No",4.29
4,9,"People Scientist",4,"No",4.63
5,9,"People Scientist",4,"No",8.24
1,10,"People Scientist",4,"No",4.79
2,10,"People Scientist",4,"No",5.1
3,10,"People Scientist",4,"No",4.33
4,10,"People Scientist",4,"No",4.67
5,10,"People Scientist",4,"No",8.28
1,11,"People Scientist",4,"No",5.21
2,11,"People Scientist",4,"No",5.52
3,11,"People Scientist",4,"No",4.75
4,11,"People Scientist",4,"No",5.09
5,11,"People Scientist",4,"No",8.7
1,12,"People Scientist",4,"No",6.13
2,12,"People Scientist",4,"No",6.44
3,12,"People Scientist",4,"No",5.67
4,12,"People Scientist",4,"No",6.01
5,12,"People Scientist",4,"No",9.62
1,1,"Data Engineer",4,"No",6.71
2,1,"Data Engineer",4,"No",7.02
3,1,"Data Engineer",4,"No",6.25
4,1,"Data Engineer",4,"No",6.59
5,1,"Data Engineer",4,"No",10.2
1,2,"Data Engineer",4,"No",8.03
2,2,"Data Engineer",4,"No",8.34
3,2,"Data Engineer",4,"No",7.57
4,2,"Data Engineer",4,"No",7.91
5,2,"Data Engineer",4,"No",11.52
1,3,"Data Engineer",4,"No",8.77
2,3,"Data Engineer",4,"No",9.08
3,3,"Data Engineer",4,"No",8.31
4,3,"Data Engineer",4,"No",8.65
5,3,"Data Engineer",4,"No",12.26
1,4,"Data Engineer",4,"No",9.05
2,4,"Data Engineer",4,"No",9.36
3,4,"Data Engineer",4,"No",8.59
4,4,"Data Engineer",4,"No",8.93
5,4,"Data Engineer",4,"No",12.54
1,5,"Data Engineer",4,"No",8.99
2,5,"Data Engineer",4,"No",9.3
3,5,"Data Engineer",4,"No",8.53
4,5,"Data Engineer",4,"No",8.87
5,5,"Data Engineer",4,"No",12.48
1,6,"Data Engineer",4,"No",8.71
2,6,"Data Engineer",4,"No",9.02
3,6,"Data Engineer",4,"No",8.25
4,6,"Data Engineer",4,"No",8.59
5,6,"Data Engineer",4,"No",12.2
1,7,"Data Engineer",4,"No",8.33
2,7,"Data Engineer",4,"No",8.64
3,7,"Data Engineer",4,"No",7.87
4,7,"Data Engineer",4,"No",8.21
5,7,"Data Engineer",4,"No",11.82
1,8,"Data Engineer",4,"No",7.97
2,8,"Data Engineer",4,"No",8.28
3,8,"Data Engineer",4,"No",7.51
4,8,"Data Engineer",4,"No",7.85
5,8,"Data Engineer",4,"No",11.46
1,9,"Data Engineer",4,"No",7.75
2,9,"Data Engineer",4,"No",8.06
3,9,"Data Engineer",4,"No",7.29
4,9,"Data Engineer",4,"No",7.63
5,9,"Data Engineer",4,"No",11.24
1,10,"Data Engineer",4,"No",7.79
2,10,"Data Engineer",4,"No",8.1
3,10,"Data Engineer",4,"No",7.33
4,10,"Data Engineer",4,"No",7.67
5,10,"Data Engineer",4,"No",11.28
1,11,"Data Engineer",4,"No",8.21
2,11,"Data Engineer",4,"No",8.52
3,11,"Data Engineer",4,"No",7.75
4,11,"Data Engineer",4,"No",8.09
5,11,"Data Engineer",4,"No",11.7
1,12,"Data Engineer",4,"No",9.13
2,12,"Data Engineer",4,"No",9.44
3,12,"Data Engineer",4,"No",8.67
4,12,"Data Engineer",4,"No",9.01
5,12,"Data Engineer",4,"No",12.62
1,1,"People Analyst",4,"No",5.71
2,1,"People Analyst",4,"No",6.02
3,1,"People Analyst",4,"No",5.25
4,1,"People Analyst",4,"No",5.59
5,1,"People Analyst",4,"No",9.2
1,2,"People Analyst",4,"No",7.03
2,2,"People Analyst",4,"No",7.34
3,2,"People Analyst",4,"No",6.57
4,2,"People Analyst",4,"No",6.91
5,2,"People Analyst",4,"No",10.52
1,3,"People Analyst",4,"No",7.77
2,3,"People Analyst",4,"No",8.08
3,3,"People Analyst",4,"No",7.31
4,3,"People Analyst",4,"No",7.65
5,3,"People Analyst",4,"No",11.26
1,4,"People Analyst",4,"No",8.05
2,4,"People Analyst",4,"No",8.36
3,4,"People Analyst",4,"No",7.59
4,4,"People Analyst",4,"No",7.93
5,4,"People Analyst",4,"No",11.54
1,5,"People Analyst",4,"No",7.99
2,5,"People Analyst",4,"No",8.3
3,5,"People Analyst",4,"No",7.53
4,5,"People Analyst",4,"No",7.87
5,5,"People Analyst",4,"No",11.48
1,6,"People Analyst",4,"No",7.71
2,6,"People Analyst",4,"No",8.02
3,6,"People Analyst",4,"No",7.25
4,6,"People Analyst",4,"No",7.59
5,6,"People Analyst",4,"No",11.2
1,7,"People Analyst",4,"No",7.33
2,7,"People Analyst",4,"No",7.64
3,7,"People Analyst",4,"No",6.87
4,7,"People Analyst",4,"No",7.21
5,7,"People Analyst",4,"No",10.82
1,8,"People Analyst",4,"No",6.97
2,8,"People Analyst",4,"No",7.28
3,8,"People Analyst",4,"No",6.51
4,8,"People Analyst",4,"No",6.85
5,8,"People Analyst",4,"No",10.46
1,9,"People Analyst",4,"No",6.75
2,9,"People Analyst",4,"No",7.06
3,9,"People Analyst",4,"No",6.29
4,9,"People Analyst",4,"No",6.63
5,9,"People Analyst",4,"No",10.24
1,10,"People Analyst",4,"No",6.79
2,10,"People Analyst",4,"No",7.1
3,10,"People Analyst",4,"No",6.33
4,10,"People Analyst",4,"No",6.67
5,10,"People Analyst",4,"No",10.28
